26 10 202219:0
istancia estimada:1.724370
istancia estimada:2.177927
istancia estimada:1.863952
istancia estimada:1.863952
istancia estimada:2.544791
0.069791,-0.156988
istancia estimada:1.724370
istancia estimada:2.354224
istancia estimada:1.724370
istancia estimada:1.595240
istancia estimada:2.973451
0.000000,-0.379492
istancia estimada:1.724370
istancia estimada:2.177927
istancia estimada:1.724370
istancia estimada:2.014833
istancia estimada:2.750783
0.000000,-0.081547
istancia estimada:1.724370
istancia estimada:2.177927
istancia estimada:1.724370
istancia estimada:2.014833
istancia estimada:2.750783
0.000000,-0.081547
istancia estimada:1.724370
istancia estimada:2.177927
istancia estimada:1.724370
istancia estimada:2.014833
istancia estimada:2.750783
0.000000,-0.081547
istancia estimada:1.724370
istancia estimada:2.177927
istancia estimada:1.724370
istancia estimada:2.014833
istancia estimada:2.750783
0.000000,-0.081547
istancia estimada:1.724370
istancia estimada:2.177927
istancia estimada:1.863952
istancia estimada:2.014833
istancia estimada:2.750783
0.069791,-0.081547
istancia estimada:1.724370
istancia estimada:2.177927
istancia estimada:1.724370
istancia estimada:2.014833
istancia estimada:2.750783
0.000000,-0.081547
istancia estimada:1.724370
istancia estimada:2.177927
istancia estimada:1.724370
istancia estimada:2.014833
istancia estimada:2.750783
0.000000,-0.081547
istancia estimada:1.724370
istancia estimada:2.177927
istancia estimada:1.724370
istancia estimada:2.014833
istancia estimada:2.750783
0.000000,-0.081547
istancia estimada:1.724370
istancia estimada:2.177927
istancia estimada:1.863952
istancia estimada:2.014833
istancia estimada:2.750783
0.069791,-0.081547
istancia estimada:1.724370
istancia estimada:2.354224
istancia estimada:1.863952
istancia estimada:2.014833
istancia estimada:2.750783
0.069791,-0.169695
istancia estimada:1.724370
istancia estimada:2.177927
istancia estimada:1.863952
istancia estimada:2.014833
istancia estimada:2.750783
0.069791,-0.081547
istancia estimada:1.724370
istancia estimada:2.354224
istancia estimada:1.863952
istancia estimada:2.014833
istancia estimada:2.750783
0.069791,-0.169695
