26 10 202218:32
istancia estimada:0.677608
istancia estimada:0.791748
istancia estimada:0.424768
istancia estimada:0.392960
istancia estimada:0.732458
-0.126420,-0.199394
istancia estimada:0.677608
istancia estimada:0.791748
istancia estimada:0.424768
istancia estimada:0.392960
istancia estimada:0.732458
-0.126420,-0.199394
istancia estimada:0.677608
istancia estimada:0.791748
istancia estimada:0.459152
istancia estimada:0.424768
istancia estimada:0.732458
-0.109228,-0.183490
istancia estimada:0.677608
istancia estimada:0.791748
istancia estimada:0.459152
istancia estimada:0.424768
istancia estimada:0.732458
-0.109228,-0.183490
istancia estimada:0.677608
istancia estimada:0.791748
istancia estimada:0.459152
istancia estimada:0.424768
istancia estimada:0.791748
-0.109228,-0.183490
istancia estimada:0.732458
istancia estimada:0.791748
istancia estimada:0.459152
istancia estimada:0.424768
istancia estimada:0.732458
-0.136653,-0.183490
istancia estimada:0.677608
istancia estimada:0.791748
istancia estimada:0.459152
istancia estimada:0.424768
istancia estimada:0.732458
-0.109228,-0.183490
istancia estimada:0.677608
istancia estimada:0.791748
istancia estimada:0.459152
istancia estimada:0.424768
istancia estimada:0.732458
-0.109228,-0.183490
istancia estimada:0.732458
istancia estimada:0.791748
istancia estimada:0.459152
istancia estimada:0.424768
istancia estimada:0.732458
-0.136653,-0.183490
istancia estimada:0.677608
istancia estimada:0.791748
istancia estimada:0.459152
istancia estimada:0.424768
istancia estimada:0.791748
-0.109228,-0.183490
istancia estimada:0.677608
istancia estimada:0.791748
istancia estimada:0.459152
istancia estimada:0.424768
istancia estimada:0.732458
-0.109228,-0.183490
istancia estimada:0.677608
istancia estimada:0.791748
istancia estimada:0.459152
istancia estimada:0.424768
istancia estimada:0.791748
-0.109228,-0.183490
