26 10 202218:47
istancia estimada:0.732458
istancia estimada:1.263028
istancia estimada:0.925115
istancia estimada:1.168446
istancia estimada:1.595240
0.096328,-0.047291
istancia estimada:0.791748
istancia estimada:1.263028
istancia estimada:1.000000
istancia estimada:1.263028
istancia estimada:1.595240
0.104126,0.000000
istancia estimada:0.791748
istancia estimada:1.365266
istancia estimada:1.000000
istancia estimada:1.080947
istancia estimada:1.595240
0.104126,-0.142160
istancia estimada:0.855838
istancia estimada:1.365266
istancia estimada:1.000000
istancia estimada:1.168446
istancia estimada:1.595240
0.072081,-0.098410
istancia estimada:0.855838
istancia estimada:1.365266
istancia estimada:1.000000
istancia estimada:1.168446
istancia estimada:1.595240
0.072081,-0.098410
istancia estimada:0.855838
istancia estimada:1.365266
istancia estimada:1.080947
istancia estimada:1.168446
istancia estimada:1.595240
0.112555,-0.098410
istancia estimada:0.791748
istancia estimada:1.365266
istancia estimada:1.080947
istancia estimada:1.168446
istancia estimada:1.595240
0.144599,-0.098410
istancia estimada:0.791748
istancia estimada:1.365266
istancia estimada:1.000000
istancia estimada:1.168446
istancia estimada:1.595240
0.104126,-0.098410
istancia estimada:0.791748
istancia estimada:1.365266
istancia estimada:1.080947
istancia estimada:1.168446
istancia estimada:1.595240
0.144599,-0.098410
istancia estimada:0.791748
istancia estimada:1.365266
istancia estimada:1.000000
istancia estimada:1.263028
istancia estimada:1.595240
0.104126,-0.051119
istancia estimada:0.855838
istancia estimada:1.365266
istancia estimada:1.000000
istancia estimada:1.168446
istancia estimada:1.595240
0.072081,-0.098410
istancia estimada:0.791748
istancia estimada:1.365266
istancia estimada:1.080947
istancia estimada:1.263028
istancia estimada:1.595240
0.144599,-0.051119
istancia estimada:0.791748
istancia estimada:1.365266
istancia estimada:1.080947
istancia estimada:1.168446
istancia estimada:1.595240
0.144599,-0.098410
istancia estimada:0.791748
istancia estimada:1.365266
istancia estimada:1.080947
istancia estimada:1.168446
istancia estimada:1.595240
0.144599,-0.098410
