55;63;72;75;85
56;63;72;75;85
56;63;72;75;85
56;63;72;75;85
56;63;72;75;85
56;63;72;75;85
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;85
56;63;72;75;85
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
55;63;72;75;86
55;63;72;75;86
55;63;72;75;86
55;63;72;75;86
55;63;72;75;86
55;63;72;75;86
55;63;72;75;86
55;63;72;75;86
55;63;72;75;86
55;63;72;75;86
55;63;72;75;86
56;63;72;75;86
55;63;72;75;86
55;63;72;75;86
55;63;72;75;86
55;63;72;75;86
55;63;72;75;86
55;63;72;75;86
55;63;72;75;86
55;63;72;75;86
55;63;72;75;86
55;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;75;86
56;63;72;76;86
56;63;72;76;85
56;63;72;76;85
56;63;72;76;85
56;63;72;76;85
56;63;72;76;85
56;63;72;76;86
56;63;72;76;85
56;63;72;76;85
56;63;72;76;86
54;63;72;76;86
55;63;72;76;86
55;63;72;76;86
55;63;72;76;86
55;63;72;76;86
55;63;72;76;86
55;63;72;76;86
55;63;72;76;86
54;63;72;76;86
55;63;72;76;86
56;63;72;76;86
56;63;72;76;86
56;63;72;76;85
56;63;72;76;85
56;63;72;76;85
56;63;72;76;85
56;63;72;76;85
56;63;72;77;85
56;63;72;78;85
56;63;72;78;85
56;63;72;78;85
56;63;72;78;85
56;63;72;78;85
56;63;72;78;85
56;63;72;78;85
56;63;72;78;85
56;63;72;78;86
56;63;72;78;86
56;63;72;78;86
56;63;72;78;86
56;63;72;78;86
56;63;72;78;87
56;63;72;78;88
56;63;72;78;88
56;63;72;78;88
56;63;72;78;88
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;88
56;63;72;78;88
56;63;72;78;88
56;63;72;78;88
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
55;63;72;78;87
55;63;72;78;87
55;63;72;78;87
55;63;72;78;87
55;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;78;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
55;63;72;79;86
55;63;72;79;87
54;63;72;79;87
54;63;72;79;87
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
56;63;72;79;88
56;63;72;79;88
56;63;72;79;88
56;63;72;79;88
56;63;72;79;88
56;63;72;79;88
56;63;72;79;88
56;63;72;79;88
56;63;72;79;88
56;63;72;79;88
56;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;89
54;63;72;79;89
55;63;72;79;89
55;63;72;79;89
55;63;72;79;89
55;63;72;79;89
55;63;72;79;89
55;63;72;79;89
55;63;72;79;89
55;63;72;79;89
55;63;72;79;89
55;63;72;79;89
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
56;63;72;79;88
56;63;72;79;88
56;63;72;79;88
56;63;72;79;88
56;63;72;79;88
56;63;72;78;88
56;63;72;78;88
56;63;72;78;88
56;63;72;78;88
56;63;72;78;88
56;63;72;78;88
56;63;72;78;88
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;78;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;89
56;63;72;79;89
56;63;72;79;89
56;63;72;79;89
56;63;72;79;89
56;63;72;79;89
56;63;72;79;89
56;63;72;79;89
56;63;72;79;89
56;63;72;79;89
56;63;72;79;89
56;63;72;79;89
56;63;72;79;89
56;63;72;79;89
56;63;72;79;89
56;63;72;79;89
56;63;72;79;89
56;63;72;79;89
55;63;72;79;89
55;63;72;79;89
55;63;72;79;89
55;63;72;79;89
55;63;72;79;89
55;63;72;79;89
55;63;72;79;89
55;63;72;79;88
55;63;72;79;87
55;63;72;79;87
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
56;63;72;79;88
56;63;72;79;88
56;63;72;78;88
56;63;72;78;88
56;63;72;78;88
56;63;72;78;88
56;63;72;79;88
56;63;72;79;88
56;63;72;79;88
56;63;72;79;88
56;63;72;79;88
56;63;72;79;88
56;63;72;79;88
56;63;72;79;88
56;63;72;79;88
56;63;72;79;88
56;63;72;79;88
56;63;72;79;87
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
56;63;72;79;87
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
56;63;72;79;86
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
55;63;72;79;87
55;63;72;79;87
55;63;72;79;87
55;63;72;79;87
55;63;72;79;87
55;63;72;79;87
55;63;72;79;88
55;63;72;79;88
54;63;72;79;88
54;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;87
55;63;72;79;87
55;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
56;63;72;79;87
55;63;72;79;87
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;79;88
55;63;72;78;88
55;63;72;78;88
55;63;72;78;88
55;63;72;78;88
55;63;72;78;88
55;63;72;78;88
56;63;72;78;88
56;63;72;78;88
56;63;72;78;88
