19 10 202214:5
istancia estimada:2.065965
istancia estimada:1.695042
istancia estimada:1.934085
-0.065940,0.369521
istancia estimada:2.065965
istancia estimada:1.695042
istancia estimada:1.934085
-0.065940,0.369521
istancia estimada:1.934085
istancia estimada:1.695042
istancia estimada:1.934085
0.000000,0.369521
istancia estimada:2.065965
istancia estimada:1.695042
istancia estimada:1.934085
-0.065940,0.369521
istancia estimada:1.934085
istancia estimada:1.695042
istancia estimada:2.065965
0.065940,0.369521
istancia estimada:1.934085
istancia estimada:1.695042
istancia estimada:1.934085
0.000000,0.369521
istancia estimada:2.065965
istancia estimada:1.695042
istancia estimada:2.065965
0.000000,0.435462
istancia estimada:2.065965
istancia estimada:1.810623
istancia estimada:2.065965
0.000000,0.377671
istancia estimada:1.810623
istancia estimada:1.810623
istancia estimada:1.934085
0.061731,0.250000
istancia estimada:2.065965
istancia estimada:1.934085
istancia estimada:2.065965
0.000000,0.315940
istancia estimada:1.934085
istancia estimada:1.810623
istancia estimada:2.065965
0.065940,0.311731
istancia estimada:1.934085
istancia estimada:1.810623
istancia estimada:2.065965
0.065940,0.311731
istancia estimada:2.206839
istancia estimada:1.810623
istancia estimada:2.065965
-0.070437,0.377671
